Cleaning,Tokenizing,Normalization,Stopword_Removal,Stemming,Sentimen
btoll si ini sekolah offline daring jg hari minggu meresahkan wkwk,"['btoll', 'si', 'ini', 'sekolah', 'offline', 'daring', 'jg', 'hari', 'minggu', 'meresahkan', 'wkwk']","['btoll', 'si', 'ini', 'sekolah', 'offline', 'daring', 'juga', 'hari', 'minggu', 'meresahkan', 'tertawa']","['btoll', 'si', 'offline', 'minggu', 'meresahkan', 'tertawa']","['btoll', 'si', 'offline', 'minggu', 'resah', 'tertawa']",1
say pengen tanya pendapat kalian aku lagi deket sama cowo kebetulan sedaerah ketemunya di telgram nah dia lagi di sby kerja sama kuliah aku kuliah di sby juga tapi lagi daring jadi di rumah dia ngajak ketemuan terus bingung aku harus ke sby atau ngga aku juga takut,"['say', 'pengen', 'tanya', 'pendapat', 'kalian', 'aku', 'lagi', 'deket', 'sama', 'cowo', 'kebetulan', 'sedaerah', 'ketemunya', 'di', 'telgram', 'nah', 'dia', 'lagi', 'di', 'sby', 'kerja', 'sama', 'kuliah', 'aku', 'kuliah', 'di', 'sby', 'juga', 'tapi', 'lagi', 'daring', 'jadi', 'di', 'rumah', 'dia', 'ngajak', 'ketemuan', 'terus', 'bingung', 'aku', 'harus', 'ke', 'sby', 'atau', 'ngga', 'aku', 'juga', 'takut']","['sayang', 'ingin', 'tanya', 'pendapat', 'kalian', 'aku', 'lagi', 'dekat', 'sama', 'cowo', 'kebetulan', 'sedaerah', 'ketemunya', 'di', 'telgram', 'nah', 'dia', 'lagi', 'di', 'sby', 'kerja', 'sama', 'kuliah', 'aku', 'kuliah', 'di', 'sby', 'juga', 'tapi', 'lagi', 'daring', 'jadi', 'di', 'rumah', 'dia', 'ngajak', 'ketemuan', 'terus', 'bingung', 'aku', 'harus', 'ke', 'sby', 'atau', 'tidak', 'aku', 'juga', 'takut']","['sayang', 'pendapat', 'cowo', 'sedaerah', 'ketemunya', 'telgram', 'sby', 'kerja', 'sby', 'rumah', 'ngajak', 'ketemuan', 'bingung', 'sby', 'takut']","['sayang', 'dapat', 'cowo', 'daerah', 'ketemu', 'telgram', 'sby', 'kerja', 'sby', 'rumah', 'ngajak', 'ketemu', 'bingung', 'sby', 'takut']",1
kalau aku pernahnya lagi kuliah daring cba hidupin mic nya terus berkata kasar,"['kalau', 'aku', 'pernahnya', 'lagi', 'kuliah', 'daring', 'cba', 'hidupin', 'mic', 'nya', 'terus', 'berkata', 'kasar']","['kalau', 'aku', 'pernahnya', 'lagi', 'kuliah', 'daring', 'cba', 'hidupin', 'mic', 'nya', 'terus', 'berkata', 'kasar']","['pernahnya', 'cba', 'hidupin', 'mic', 'nya', 'kasar']","['pernah', 'cba', 'hidupin', 'mic', 'nya', 'kasar']",-1
semoga buat daring sekolah anak yang hapenya jatuh berceceran di aspal,"['semoga', 'buat', 'daring', 'sekolah', 'anak', 'yang', 'hapenya', 'jatuh', 'berceceran', 'di', 'aspal']","['semoga', 'buat', 'daring', 'sekolah', 'anak', 'yang', 'hpnya', 'jatuh', 'berceceran', 'di', 'asli tetapi palsu']","['semoga', 'anak', 'hpnya', 'jatuh', 'berceceran', 'asli tetapi palsu']","['moga', 'anak', 'hpnya', 'jatuh', 'cecer', 'asli tetapi palsu']",-1
bolos sekolah daring itu gabaik tapi kalau karena bisa dipertimbangkan sih haha,"['bolos', 'sekolah', 'daring', 'itu', 'gabaik', 'tapi', 'kalau', 'karena', 'bisa', 'dipertimbangkan', 'sih', 'haha']","['bolos', 'sekolah', 'daring', 'itu', 'tidak baik', 'tapi', 'kalau', 'karena', 'bisa', 'dipertimbangkan', 'sih', 'tertawa']","['bolos', 'tidak baik', 'dipertimbangkan', 'sih', 'tertawa']","['bolos', 'tidak baik', 'timbang', 'sih', 'tertawa']",1
waktu smp iya mata pelajaran ips sering sekali ujian lisan sayangnya sma ini aku angkatan belajar daring jadi belum pernah merasakan ujian lisan,"['waktu', 'smp', 'iya', 'mata', 'pelajaran', 'ips', 'sering', 'sekali', 'ujian', 'lisan', 'sayangnya', 'sma', 'ini', 'aku', 'angkatan', 'belajar', 'daring', 'jadi', 'belum', 'pernah', 'merasakan', 'ujian', 'lisan']","['waktu', 'smp', 'iya', 'mata', 'pelajaran', 'ips', 'sering', 'sekali', 'ujian', 'lisan', 'sayangnya', 'sama', 'ini', 'aku', 'angkatan', 'belajar', 'daring', 'jadi', 'belum', 'pernah', 'merasakan', 'ujian', 'lisan']","['smp', 'mata', 'pelajaran', 'ips', 'ujian', 'lisan', 'sayangnya', 'angkatan', 'merasakan', 'ujian', 'lisan']","['smp', 'mata', 'ajar', 'ips', 'uji', 'lisan', 'sayang', 'angkat', 'rasa', 'uji', 'lisan']",1
gara gara daring jd kesusahan bgt belajar mtk ga ngerti klo ga dijelasin langsung,"['gara', 'gara', 'daring', 'jd', 'kesusahan', 'bgt', 'belajar', 'mtk', 'ga', 'ngerti', 'klo', 'ga', 'dijelasin', 'langsung']","['gara', 'gara', 'daring', 'jadi', 'kesusahan', 'sekali', 'belajar', 'mtk', 'tidak', 'mengerti', 'kalau', 'tidak', 'dijelasin', 'langsung']","['gara', 'gara', 'kesusahan', 'mtk', 'mengerti', 'dijelasin', 'langsung']","['gara', 'gara', 'susah', 'mtk', 'erti', 'dijelasin', 'langsung']",-1
kayanya si iya aku skolah swasta masih daring si jd belom keliatan oh kecilnya aja pas ke sekolah ngirim tugas ga boleh pake sandal harus pake sepatu trus dimarahin satpam,"['kayanya', 'si', 'iya', 'aku', 'skolah', 'swasta', 'masih', 'daring', 'si', 'jd', 'belom', 'keliatan', 'oh', 'kecilnya', 'aja', 'pas', 'ke', 'sekolah', 'ngirim', 'tugas', 'ga', 'boleh', 'pake', 'sandal', 'harus', 'pake', 'sepatu', 'trus', 'dimarahin', 'satpam']","['kayaknya', 'si', 'iya', 'aku', 'skolah', 'swasta', 'masih', 'daring', 'si', 'jadi', 'belum', 'kelihatan', 'oh', 'kecilnya', 'saja', 'pas', 'ke', 'sekolah', 'ngirim', 'tugas', 'tidak', 'boleh', 'pakai', 'sandal', 'harus', 'pakai', 'sepatu', 'terus', 'dimarahin', 'satuan pengamanan']","['kayaknya', 'si', 'skolah', 'swasta', 'si', 'oh', 'kecilnya', 'pas', 'ngirim', 'tugas', 'pakai', 'sandal', 'pakai', 'sepatu', 'dimarahin', 'satuan pengamanan']","['kayak', 'si', 'skolah', 'swasta', 'si', 'oh', 'kecil', 'pas', 'ngirim', 'tugas', 'pakai', 'sandal', 'pakai', 'sepatu', 'dimarahin', 'satu aman']",1
mau tahu gak model belajar yang cocok untuk generasi z sma pintar lazuardi ini penting banget infonya buat ibukibuk yang dampingin anak kelas daring loh coba dibaca ulasan senin,"['mau', 'tahu', 'gak', 'model', 'belajar', 'yang', 'cocok', 'untuk', 'generasi', 'z', 'sma', 'pintar', 'lazuardi', 'ini', 'penting', 'banget', 'infonya', 'buat', 'ibukibuk', 'yang', 'dampingin', 'anak', 'kelas', 'daring', 'loh', 'coba', 'dibaca', 'ulasan', 'senin']","['mau', 'tahu', 'tidak', 'model', 'belajar', 'yang', 'cocok', 'untuk', 'generasi', 'z', 'sama', 'pintar', 'lazuardi', 'ini', 'penting', 'sekali', 'infonya', 'buat', 'ibukibuk', 'yang', 'dampingin', 'anak', 'kelas', 'daring', 'loh', 'coba', 'dibaca', 'ulasan', 'senin']","['model', 'cocok', 'generasi', 'z', 'pintar', 'lazuardi', 'infonya', 'ibukibuk', 'dampingin', 'anak', 'kelas', 'loh', 'coba', 'dibaca', 'ulasan', 'senin']","['model', 'cocok', 'generasi', 'z', 'pintar', 'lazuardi', 'info', 'ibukibuk', 'dampingin', 'anak', 'kelas', 'loh', 'coba', 'baca', 'ulas', 'senin']",1
mending dek kamu balik daring deh serius ih sana gih belajar biar jadi anak yg berguna bagi nusa dan bangsa,"['mending', 'dek', 'kamu', 'balik', 'daring', 'deh', 'serius', 'ih', 'sana', 'gih', 'belajar', 'biar', 'jadi', 'anak', 'yg', 'berguna', 'bagi', 'nusa', 'dan', 'bangsa']","['lebih baik', 'adik', 'kamu', 'balik', 'daring', 'deh', 'serius', 'ih', 'sana', 'gih', 'belajar', 'biar', 'jadi', 'anak', 'yang', 'berguna', 'bagi', 'nusa', 'dan', 'bangsa']","['lebih baik', 'adik', 'deh', 'serius', 'ih', 'gih', 'biar', 'anak', 'berguna', 'nusa', 'bangsa']","['lebih baik', 'adik', 'deh', 'serius', 'ih', 'gih', 'biar', 'anak', 'guna', 'nusa', 'bangsa']",1
akibat ekonomi yg makin merosotbnyk orang tua yg tdk bekerja lgdi tambah sekolah harus daringmemerlukan kuota yg harus di beliputra putri indonesia seakan di buat bodohjika krna prokesbnyk kerumunan di luar sanahpasar mall dll,"['akibat', 'ekonomi', 'yg', 'makin', 'merosotbnyk', 'orang', 'tua', 'yg', 'tdk', 'bekerja', 'lgdi', 'tambah', 'sekolah', 'harus', 'daringmemerlukan', 'kuota', 'yg', 'harus', 'di', 'beliputra', 'putri', 'indonesia', 'seakan', 'di', 'buat', 'bodohjika', 'krna', 'prokesbnyk', 'kerumunan', 'di', 'luar', 'sanahpasar', 'mall', 'dll']","['akibat', 'ekonomi', 'yang', 'makin', 'merosotbnyk', 'orang', 'tua', 'yang', 'tidak', 'bekerja', 'lgdi', 'tambah', 'sekolah', 'harus', 'daringmemerlukan', 'kuota', 'yang', 'harus', 'di', 'beliputra', 'putri', 'indonesia', 'seakan', 'di', 'buat', 'bodohjika', 'karena', 'prokesbnyk', 'kerumunan', 'di', 'luar', 'sanahpasar', 'mall', 'dan lain lain']","['akibat', 'ekonomi', 'merosotbnyk', 'orang', 'tua', 'lgdi', 'daringmemerlukan', 'kuota', 'beliputra', 'putri', 'indonesia', 'seakan', 'bodohjika', 'prokesbnyk', 'kerumunan', 'sanahpasar', 'mall', 'dan lain lain']","['akibat', 'ekonomi', 'merosotbnyk', 'orang', 'tua', 'lgdi', 'daringmemerlukan', 'kuota', 'beliputra', 'putri', 'indonesia', 'akan', 'bodohjika', 'prokesbnyk', 'kerumun', 'sanahpasar', 'mall', 'dan lain lain']",-1
siap pak guru mumpung sekolah daring,"['siap', 'pak', 'guru', 'mumpung', 'sekolah', 'daring']","['siap', 'pak', 'guru', 'selagi', 'sekolah', 'daring']","['guru', 'selagi']","['guru', 'selagi']",1
cororong udahan dong aku mau sekolah offline pusing daring dirumah otak gadapet apa plis pgn ngambis tp keadaan kaya gini mau apaaa,"['cororong', 'udahan', 'dong', 'aku', 'mau', 'sekolah', 'offline', 'pusing', 'daring', 'dirumah', 'otak', 'gadapet', 'apa', 'plis', 'pgn', 'ngambis', 'tp', 'keadaan', 'kaya', 'gini', 'mau', 'apaaa']","['cororong', 'sudah', 'dong', 'aku', 'mau', 'sekolah', 'offline', 'pusing', 'daring', 'dirumah', 'otak', 'gadapet', 'apa', 'please', 'pengen', 'ngambis', 'tapi', 'keadaan', 'kaya', 'begini', 'mau', 'apa']","['cororong', 'offline', 'pusing', 'dirumah', 'otak', 'gadapet', 'please', 'pengen', 'ngambis', 'kaya']","['cororong', 'offline', 'pusing', 'rumah', 'otak', 'gadapet', 'please', 'ken', 'ngambis', 'kaya']",1
gatau mau belajar apa coba minta arahan sama guru cuma disuruh baca buku yaudah baca sja ngerjain soal gtu tapi udh lumayan lupa karena kena daring,"['gatau', 'mau', 'belajar', 'apa', 'coba', 'minta', 'arahan', 'sama', 'guru', 'cuma', 'disuruh', 'baca', 'buku', 'yaudah', 'baca', 'sja', 'ngerjain', 'soal', 'gtu', 'tapi', 'udh', 'lumayan', 'lupa', 'karena', 'kena', 'daring']","['tidak tahu', 'mau', 'belajar', 'apa', 'coba', 'minta', 'arahan', 'sama', 'guru', 'cuma', 'disuruh', 'baca', 'buku', 'iya udah', 'baca', 'sja', 'mengerjakan', 'soal', 'begitu', 'tapi', 'sudah', 'lumayan', 'lupa', 'karena', 'terkena', 'daring']","['tidak tahu', 'coba', 'arahan', 'guru', 'disuruh', 'baca', 'buku', 'iya udah', 'baca', 'sja', 'lumayan', 'lupa', 'terkena']","['tidak tahu', 'coba', 'arah', 'guru', 'suruh', 'baca', 'buku', 'iya udah', 'baca', 'sja', 'lumayan', 'lupa', 'kena']",-1
poin pentingnya bagi saya bukan mencapai kompetensi dasar pengetahuan tetapi justru keterampilan dan sikap karena saya paham makjegagik sekolah daring bagi siswa smk sangat sulit apalagi hp hanya sebatas game dan whatsapp,"['poin', 'pentingnya', 'bagi', 'saya', 'bukan', 'mencapai', 'kompetensi', 'dasar', 'pengetahuan', 'tetapi', 'justru', 'keterampilan', 'dan', 'sikap', 'karena', 'saya', 'paham', 'makjegagik', 'sekolah', 'daring', 'bagi', 'siswa', 'smk', 'sangat', 'sulit', 'apalagi', 'hp', 'hanya', 'sebatas', 'game', 'dan', 'whatsapp']","['poin', 'pentingnya', 'bagi', 'saya', 'bukan', 'mencapai', 'kompetensi', 'dasar', 'pengetahuan', 'tetapi', 'justru', 'keterampilan', 'dan', 'sikap', 'karena', 'saya', 'paham', 'makjegagik', 'sekolah', 'daring', 'bagi', 'siswa', 'smk', 'sangat', 'sulit', 'apalagi', 'hp', 'hanya', 'sebatas', 'game', 'dan', 'whatsapp']","['poin', 'mencapai', 'kompetensi', 'dasar', 'pengetahuan', 'keterampilan', 'sikap', 'paham', 'makjegagik', 'siswa', 'smk', 'sulit', 'hp', 'sebatas', 'game', 'whatsapp']","['poin', 'capai', 'kompetensi', 'dasar', 'tahu', 'terampil', 'sikap', 'paham', 'makjegagik', 'siswa', 'smk', 'sulit', 'hp', 'batas', 'game', 'whatsapp']",-1
orang tua ambil tindakan pemerintah juga ambil tindakan secepatnya agar sekolah tidak lagi daring karunya,"['orang', 'tua', 'ambil', 'tindakan', 'pemerintah', 'juga', 'ambil', 'tindakan', 'secepatnya', 'agar', 'sekolah', 'tidak', 'lagi', 'daring', 'karunya']","['orang', 'tua', 'ambil', 'tindakan', 'pemerintah', 'juga', 'ambil', 'tindakan', 'secepatnya', 'agar', 'sekolah', 'tidak', 'lagi', 'daring', 'karunya']","['orang', 'tua', 'ambil', 'tindakan', 'pemerintah', 'ambil', 'tindakan', 'secepatnya', 'karunya']","['orang', 'tua', 'ambil', 'tindak', 'perintah', 'ambil', 'tindak', 'cepat', 'karu']",-1
aamiin paling seriussssudah capee sekolah daring mo nagis aja,"['aamiin', 'paling', 'seriussssudah', 'capee', 'sekolah', 'daring', 'mo', 'nagis', 'aja']","['amin', 'paling', 'seriussssudah', 'capee', 'sekolah', 'daring', 'mau', 'nagis', 'saja']","['amin', 'seriussssudah', 'capee', 'nagis']","['amin', 'seriussssudah', 'capee', 'nagis']",-1
hari ini maret tepat satu tahun sekolah daring semoga juli sekolah sudah bisa buka,"['hari', 'ini', 'maret', 'tepat', 'satu', 'tahun', 'sekolah', 'daring', 'semoga', 'juli', 'sekolah', 'sudah', 'bisa', 'buka']","['hari', 'ini', 'maret', 'tepat', 'satu', 'tahun', 'sekolah', 'daring', 'semoga', 'juli', 'sekolah', 'sudah', 'bisa', 'buka']","['maret', 'semoga', 'juli', 'buka']","['maret', 'moga', 'juli', 'buka']",1
id pelanggan maaf ya ini outage sampai kapan sudah jam lebih kegiatan mengajar anak belajar daring sangat terganggu karena hal ini dan saya merugi karena hal ini jangan lupa adjustment di tagihan selanjutnya terima kasih,"['id', 'pelanggan', 'maaf', 'ya', 'ini', 'outage', 'sampai', 'kapan', 'sudah', 'jam', 'lebih', 'kegiatan', 'mengajar', 'anak', 'belajar', 'daring', 'sangat', 'terganggu', 'karena', 'hal', 'ini', 'dan', 'saya', 'merugi', 'karena', 'hal', 'ini', 'jangan', 'lupa', 'adjustment', 'di', 'tagihan', 'selanjutnya', 'terima', 'kasih']","['id', 'pelanggan', 'maaf', 'iya', 'ini', 'outage', 'sampai', 'kapan', 'sudah', 'jam', 'lebih', 'kegiatan', 'mengajar', 'anak', 'belajar', 'daring', 'sangat', 'terganggu', 'karena', 'hal', 'ini', 'dan', 'saya', 'merugi', 'karena', 'hal', 'ini', 'jangan', 'lupa', 'adjustment', 'di', 'tagihan', 'selanjutnya', 'terima', 'kasih']","['id', 'pelanggan', 'maaf', 'outage', 'jam', 'kegiatan', 'mengajar', 'anak', 'terganggu', 'merugi', 'lupa', 'adjustment', 'tagihan', 'terima', 'kasih']","['id', 'langgan', 'maaf', 'outage', 'jam', 'giat', 'ajar', 'anak', 'ganggu', 'rugi', 'lupa', 'adjustment', 'tagih', 'terima', 'kasih']",-1
maaf ya anak anak sekolah akan tetap daring sampai waktu yang belum di tentukan aku,"['maaf', 'ya', 'anak', 'anak', 'sekolah', 'akan', 'tetap', 'daring', 'sampai', 'waktu', 'yang', 'belum', 'di', 'tentukan', 'aku']","['maaf', 'iya', 'anak', 'anak', 'sekolah', 'akan', 'tetap', 'daring', 'sampai', 'waktu', 'yang', 'belum', 'di', 'tentukan', 'aku']","['maaf', 'anak', 'anak', 'tentukan']","['maaf', 'anak', 'anak', 'tentu']",1
pliskalian gaada yg us offline juga masa d nya maksa banget sekolah gw offlinesekolah lain disiruh daring oanjinc,"['pliskalian', 'gaada', 'yg', 'us', 'offline', 'juga', 'masa', 'd', 'nya', 'maksa', 'banget', 'sekolah', 'gw', 'offlinesekolah', 'lain', 'disiruh', 'daring', 'oanjinc']","['pliskalian', 'tidak ada uang', 'yang', 'ujian sekolah', 'offline', 'juga', 'masa', 'di', 'nya', 'maksa', 'sekali', 'sekolah', 'saya', 'offlinesekolah', 'lain', 'disiruh', 'daring', 'oanjinc']","['pliskalian', 'tidak ada uang', 'ujian sekolah', 'offline', 'nya', 'maksa', 'offlinesekolah', 'disiruh', 'oanjinc']","['pliskalian', 'tidak ada uang', 'uji sekolah', 'offline', 'nya', 'maksa', 'offlinesekolah', 'disiruh', 'oanjinc']",1
toktok tok mau tanya cara kalian belajar gimana nih semenjak daring jarang belajar terus kalau liat base tentang perkuliahan gitu snm dan sbm suka nangis sendiri padahal masih kelas,"['toktok', 'tok', 'mau', 'tanya', 'cara', 'kalian', 'belajar', 'gimana', 'nih', 'semenjak', 'daring', 'jarang', 'belajar', 'terus', 'kalau', 'liat', 'base', 'tentang', 'perkuliahan', 'gitu', 'snm', 'dan', 'sbm', 'suka', 'nangis', 'sendiri', 'padahal', 'masih', 'kelas']","['toktok', 'tok', 'mau', 'tanya', 'cara', 'kalian', 'belajar', 'bagaimana', 'ini', 'semenjak', 'daring', 'jarang', 'belajar', 'terus', 'kalau', 'lihat', 'base', 'tentang', 'perkuliahan', 'begitu', 'snm', 'dan', 'sbm', 'suka', 'menangis', 'sendiri', 'padahal', 'masih', 'kelas']","['toktok', 'tok', 'semenjak', 'jarang', 'lihat', 'base', 'perkuliahan', 'snm', 'sbm', 'suka', 'menangis', 'kelas']","['toktok', 'tok', 'semenjak', 'jarang', 'lihat', 'base', 'kuliah', 'snm', 'sbm', 'suka', 'menang', 'kelas']",1
butuh pulsa buat beli paketan sekolah daring,"['butuh', 'pulsa', 'buat', 'beli', 'paketan', 'sekolah', 'daring']","['butuh', 'pulsa', 'buat', 'beli', 'paketan', 'sekolah', 'daring']","['butuh', 'pulsa', 'beli', 'paketan']","['butuh', 'pulsa', 'beli', 'paket']",1
sebel ga si ga semuanya jg kondisi rumah senyaman rumah mereka mending mereka aja kuliah di ut yg udah fix daring sampe lulus ngapain di ub wkwkk dia yg males offline kok nyusahin sekampus,"['sebel', 'ga', 'si', 'ga', 'semuanya', 'jg', 'kondisi', 'rumah', 'senyaman', 'rumah', 'mereka', 'mending', 'mereka', 'aja', 'kuliah', 'di', 'ut', 'yg', 'udah', 'fix', 'daring', 'sampe', 'lulus', 'ngapain', 'di', 'ub', 'wkwkk', 'dia', 'yg', 'males', 'offline', 'kok', 'nyusahin', 'sekampus']","['sebel', 'tidak', 'si', 'tidak', 'semuanya', 'juga', 'kondisi', 'rumah', 'senyaman', 'rumah', 'mereka', 'lebih baik', 'mereka', 'saja', 'kuliah', 'di', 'ut', 'yang', 'sudah', 'fix', 'daring', 'sampai', 'lulus', 'sedang apa', 'di', 'ub', 'tertawa', 'dia', 'yang', 'malas', 'offline', 'kok', 'menyusahkan', 'sekampus']","['sebel', 'si', 'kondisi', 'rumah', 'senyaman', 'rumah', 'lebih baik', 'ut', 'fix', 'lulus', 'sedang apa', 'ub', 'tertawa', 'malas', 'offline', 'menyusahkan', 'sekampus']","['sebel', 'si', 'kondisi', 'rumah', 'nyaman', 'rumah', 'lebih baik', 'ut', 'fix', 'lulus', 'sedang apa', 'ub', 'tertawa', 'malas', 'offline', 'susah', 'kampus']",-1
halo kak maaf mau tanya ini harus pake provider telkomsel dulu ya soalnya pertanyaannya berbasis keadaan kuliah daring sekarang s,"['halo', 'kak', 'maaf', 'mau', 'tanya', 'ini', 'harus', 'pake', 'provider', 'telkomsel', 'dulu', 'ya', 'soalnya', 'pertanyaannya', 'berbasis', 'keadaan', 'kuliah', 'daring', 'sekarang', 's']","['halo', 'kak', 'maaf', 'mau', 'tanya', 'ini', 'harus', 'pakai', 'provider', 'telkomsel', 'dulu', 'iya', 'soalnya', 'pertanyaannya', 'berbasis', 'keadaan', 'kuliah', 'daring', 'sekarang', 's']","['halo', 'kak', 'maaf', 'pakai', 'provider', 'telkomsel', 'pertanyaannya', 'berbasis', 's']","['halo', 'kak', 'maaf', 'pakai', 'provider', 'telkomsel', 'tanya', 'bas', 's']",-1
vaksin sudah dilakukan penelitian sebelum diedarkan ke masyarakat ini merupakan langkah pencegahan agar covid tidak semakin luas menyebar emang mau belajar dan kerja pake daring terus,"['vaksin', 'sudah', 'dilakukan', 'penelitian', 'sebelum', 'diedarkan', 'ke', 'masyarakat', 'ini', 'merupakan', 'langkah', 'pencegahan', 'agar', 'covid', 'tidak', 'semakin', 'luas', 'menyebar', 'emang', 'mau', 'belajar', 'dan', 'kerja', 'pake', 'daring', 'terus']","['vaksin', 'sudah', 'dilakukan', 'penelitian', 'sebelum', 'diedarkan', 'ke', 'masyarakat', 'ini', 'merupakan', 'langkah', 'pencegahan', 'agar', 'covid', 'tidak', 'semakin', 'luas', 'menyebar', 'memang', 'mau', 'belajar', 'dan', 'kerja', 'pakai', 'daring', 'terus']","['vaksin', 'penelitian', 'diedarkan', 'masyarakat', 'langkah', 'pencegahan', 'covid', 'luas', 'menyebar', 'kerja', 'pakai']","['vaksin', 'teliti', 'edar', 'masyarakat', 'langkah', 'cegah', 'covid', 'luas', 'sebar', 'kerja', 'pakai']",1
jadinya sering banget bingung ditambah pandemi penghasilan orang tuaku makin menipis kak belum lagi ibuku berjuang sendirian terus sekolah daring ini bikin aku jadi susah memahami materi aku lebih suka dijelasin gitu kak padahal taun depan aku pengen jadi maba fk ttapi,"['jadinya', 'sering', 'banget', 'bingung', 'ditambah', 'pandemi', 'penghasilan', 'orang', 'tuaku', 'makin', 'menipis', 'kak', 'belum', 'lagi', 'ibuku', 'berjuang', 'sendirian', 'terus', 'sekolah', 'daring', 'ini', 'bikin', 'aku', 'jadi', 'susah', 'memahami', 'materi', 'aku', 'lebih', 'suka', 'dijelasin', 'gitu', 'kak', 'padahal', 'taun', 'depan', 'aku', 'pengen', 'jadi', 'maba', 'fk', 'ttapi']","['jadinya', 'sering', 'sekali', 'bingung', 'ditambah', 'pandemi', 'penghasilan', 'orang', 'tuaku', 'makin', 'menipis', 'kak', 'belum', 'lagi', 'ibuku', 'berjuang', 'sendirian', 'terus', 'sekolah', 'daring', 'ini', 'membuat', 'aku', 'jadi', 'susah', 'memahami', 'materi', 'aku', 'lebih', 'suka', 'dijelasin', 'begitu', 'kak', 'padahal', 'tahun', 'depan', 'aku', 'ingin', 'jadi', 'mahasiswa baru', 'fk', 'tetapi']","['bingung', 'ditambah', 'pandemi', 'penghasilan', 'orang', 'tuaku', 'menipis', 'kak', 'ibuku', 'berjuang', 'susah', 'memahami', 'materi', 'suka', 'dijelasin', 'kak', 'mahasiswa baru', 'fk']","['bingung', 'tambah', 'pandemi', 'hasil', 'orang', 'tua', 'tip', 'kak', 'ibu', 'juang', 'susah', 'paham', 'materi', 'suka', 'dijelasin', 'kak', 'mahasiswa baru', 'fk']",-1
lagi di fase gak fokus pas belajar daring apalagi dengerin penjelasan dari kelompok lengah,"['lagi', 'di', 'fase', 'gak', 'fokus', 'pas', 'belajar', 'daring', 'apalagi', 'dengerin', 'penjelasan', 'dari', 'kelompok', 'lengah']","['lagi', 'di', 'fase', 'tidak', 'fokus', 'pas', 'belajar', 'daring', 'apalagi', 'dengarkan', 'penjelasan', 'dari', 'kelompok', 'lengah']","['fase', 'fokus', 'pas', 'dengarkan', 'penjelasan', 'kelompok', 'lengah']","['fase', 'fokus', 'pas', 'dengar', 'jelas', 'kelompok', 'lengah']",-1
gue gasabar menanti kepastian kuliah agustus kalo sampe semeter depan daring lagi sedih asli,"['gue', 'gasabar', 'menanti', 'kepastian', 'kuliah', 'agustus', 'kalo', 'sampe', 'semeter', 'depan', 'daring', 'lagi', 'sedih', 'asli']","['saya', 'gasabar', 'menanti', 'kepastian', 'kuliah', 'agustus', 'kalau', 'sampai', 'semeter', 'depan', 'daring', 'lagi', 'sedih', 'asli']","['gasabar', 'kepastian', 'agustus', 'semeter', 'sedih', 'asli']","['gasabar', 'pasti', 'agustus', 'meter', 'sedih', 'asli']",-1
diss ngapain hari ini sibuk daring kerja kuliah atau yg lain btw fighting for today ya,"['diss', 'ngapain', 'hari', 'ini', 'sibuk', 'daring', 'kerja', 'kuliah', 'atau', 'yg', 'lain', 'btw', 'fighting', 'for', 'today', 'ya']","['diss', 'sedang apa', 'hari', 'ini', 'sibuk', 'daring', 'kerja', 'kuliah', 'atau', 'yang', 'lain', 'ngomong ngomong', 'fighting', 'untuk', 'today', 'iya']","['diss', 'sedang apa', 'sibuk', 'kerja', 'ngomong ngomong', 'fighting', 'today']","['diss', 'sedang apa', 'sibuk', 'kerja', 'ngomong ngomong', 'fighting', 'today']",1
kenapa pada nyebut sekolah atau kuliah online dengan daring padahal daring itu ya online kamu mai twitter juga daring namanya,"['kenapa', 'pada', 'nyebut', 'sekolah', 'atau', 'kuliah', 'online', 'dengan', 'daring', 'padahal', 'daring', 'itu', 'ya', 'online', 'kamu', 'mai', 'twitter', 'juga', 'daring', 'namanya']","['kenapa', 'pada', 'nyebut', 'sekolah', 'atau', 'kuliah', 'online', 'dengan', 'daring', 'padahal', 'daring', 'itu', 'iya', 'online', 'kamu', 'mai', 'twitter', 'juga', 'daring', 'namanya']","['nyebut', 'online', 'online', 'mai', 'twitter', 'namanya']","['nyebut', 'online', 'online', 'mai', 'twitter', 'nama']",1
andai daring online presentasinya kaya gini belajar seharian jg betah anjrot,"['andai', 'daring', 'online', 'presentasinya', 'kaya', 'gini', 'belajar', 'seharian', 'jg', 'betah', 'anjrot']","['andai', 'daring', 'online', 'presentasinya', 'kaya', 'begini', 'belajar', 'seharian', 'juga', 'betah', 'persetan']","['andai', 'online', 'presentasinya', 'kaya', 'seharian', 'betah', 'persetan']","['andai', 'online', 'presentasi', 'kaya', 'hari', 'betah', 'persetan']",-1
daring gue hari ini belajar bing minat doanggurunya pada kemana deh,"['daring', 'gue', 'hari', 'ini', 'belajar', 'bing', 'minat', 'doanggurunya', 'pada', 'kemana', 'deh']","['daring', 'saya', 'hari', 'ini', 'belajar', 'bing', 'minat', 'doanggurunya', 'pada', 'kemana', 'deh']","['bing', 'minat', 'doanggurunya', 'kemana', 'deh']","['bing', 'minat', 'doanggurunya', 'mana', 'deh']",1
