Cleaning,Tokenizing,Normalization,Stopword_Removal,Stemming,Sentimen
liat kaka tingkat pada wisuda jadi terharu pengen cepetan wisuda juga bosen banget kuliah daring terus hmm,"['liat', 'kaka', 'tingkat', 'pada', 'wisuda', 'jadi', 'terharu', 'pengen', 'cepetan', 'wisuda', 'juga', 'bosen', 'banget', 'kuliah', 'daring', 'terus', 'hmm']","['lihat', 'kakak', 'tingkat', 'pada', 'wisuda', 'jadi', 'terharu', 'ingin', 'cepetan', 'wisuda', 'juga', 'bosan', 'sekali', 'kuliah', 'daring', 'terus', 'hmm']","['lihat', 'kakak', 'tingkat', 'wisuda', 'terharu', 'cepetan', 'wisuda', 'bosan', 'hmm']","['lihat', 'kakak', 'tingkat', 'wisuda', 'haru', 'cepetan', 'wisuda', 'bosan', 'hmm']",-1
tambah dok bagi yg mau daring ya biarin aja gausah dipaksa masuk toh murid saya juga ada yg nyaman daring supaya kepadatan sekolah berkurang juga,"['tambah', 'dok', 'bagi', 'yg', 'mau', 'daring', 'ya', 'biarin', 'aja', 'gausah', 'dipaksa', 'masuk', 'toh', 'murid', 'saya', 'juga', 'ada', 'yg', 'nyaman', 'daring', 'supaya', 'kepadatan', 'sekolah', 'berkurang', 'juga']","['tambah', 'dok', 'bagi', 'yang', 'mau', 'daring', 'iya', 'biarin', 'saja', 'gausah', 'dipaksa', 'masuk', 'toh', 'murid', 'saya', 'juga', 'ada', 'yang', 'nyaman', 'daring', 'supaya', 'kepadatan', 'sekolah', 'berkurang', 'juga']","['dok', 'biarin', 'gausah', 'dipaksa', 'masuk', 'murid', 'nyaman', 'kepadatan', 'berkurang']","['dok', 'biarin', 'gausah', 'paksa', 'masuk', 'murid', 'nyaman', 'padat', 'kurang']",1
dan para orang tua durhaka yang tidak sabar dan malas mengajar serta membimbing anaknya saat belajar daring hanya bisa diam membisu,"['dan', 'para', 'orang', 'tua', 'durhaka', 'yang', 'tidak', 'sabar', 'dan', 'malas', 'mengajar', 'serta', 'membimbing', 'anaknya', 'saat', 'belajar', 'daring', 'hanya', 'bisa', 'diam', 'membisu']","['dan', 'para', 'orang', 'tua', 'durhaka', 'yang', 'tidak', 'sabar', 'dan', 'malas', 'mengajar', 'serta', 'membimbing', 'anaknya', 'saat', 'belajar', 'daring', 'hanya', 'bisa', 'diam', 'membisu']","['orang', 'tua', 'durhaka', 'sabar', 'malas', 'mengajar', 'membimbing', 'anaknya', 'diam', 'membisu']","['orang', 'tua', 'durhaka', 'sabar', 'malas', 'ajar', 'bimbing', 'anak', 'diam', 'bisu']",-1
pernah kuliah tahun di kampus tradisional plus tahun juga di univ daring satu nya di indo ga bilang kuliah online di ut itu jelek ya tentu enggalah negeri murah anti do tapi setiap ujian klo ga ikut komunitas ya ga kenal siapapun,"['pernah', 'kuliah', 'tahun', 'di', 'kampus', 'tradisional', 'plus', 'tahun', 'juga', 'di', 'univ', 'daring', 'satu', 'nya', 'di', 'indo', 'ga', 'bilang', 'kuliah', 'online', 'di', 'ut', 'itu', 'jelek', 'ya', 'tentu', 'enggalah', 'negeri', 'murah', 'anti', 'do', 'tapi', 'setiap', 'ujian', 'klo', 'ga', 'ikut', 'komunitas', 'ya', 'ga', 'kenal', 'siapapun']","['pernah', 'kuliah', 'tahun', 'di', 'kampus', 'tradisional', 'plus', 'tahun', 'juga', 'di', 'univ', 'daring', 'satu', 'nya', 'di', 'indo', 'tidak', 'bilang', 'kuliah', 'online', 'di', 'ut', 'itu', 'jelek', 'iya', 'tentu', 'enggalah', 'negeri', 'murah', 'anti', 'do', 'tapi', 'setiap', 'ujian', 'kalau', 'tidak', 'ikut', 'komunitas', 'iya', 'tidak', 'kenal', 'siapapun']","['kampus', 'tradisional', 'plus', 'univ', 'nya', 'indo', 'bilang', 'online', 'ut', 'jelek', 'enggalah', 'negeri', 'murah', 'anti', 'do', 'ujian', 'komunitas', 'kenal']","['kampus', 'tradisional', 'plus', 'univ', 'nya', 'indo', 'bilang', 'online', 'ut', 'jelek', 'enggalah', 'negeri', 'murah', 'anti', 'do', 'uji', 'komunitas', 'kenal']",-1
bias wrecker youngk kalo gaada dia gaakan semangat kuliah apalagi daring gini dan gaakn lanjut nge list wish yg udah tutup buku tahun kemarin,"['bias', 'wrecker', 'youngk', 'kalo', 'gaada', 'dia', 'gaakan', 'semangat', 'kuliah', 'apalagi', 'daring', 'gini', 'dan', 'gaakn', 'lanjut', 'nge', 'list', 'wish', 'yg', 'udah', 'tutup', 'buku', 'tahun', 'kemarin']","['bias', 'wrecker', 'youngk', 'kalau', 'tidak ada uang', 'dia', 'tidak akan', 'semangat', 'kuliah', 'apalagi', 'daring', 'begini', 'dan', 'gaakn', 'lanjut', 'nge', 'list', 'wish', 'yang', 'sudah', 'tutup', 'buku', 'tahun', 'kemarin']","['bias', 'wrecker', 'youngk', 'tidak ada uang', 'tidak akan', 'semangat', 'gaakn', 'nge', 'list', 'wish', 'tutup', 'buku', 'kemarin']","['bias', 'wrecker', 'youngk', 'tidak ada uang', 'tidak akan', 'semangat', 'gaakn', 'nge', 'list', 'wish', 'tutup', 'buku', 'kemarin']",1
aku sih keknya krn anak pertama apalgi ps kulon kek gni bpk ibuk usahain spya kondusif buat aku daring kuliah kdg sampe nunda masak nasi tkut wifinya mati,"['aku', 'sih', 'keknya', 'krn', 'anak', 'pertama', 'apalgi', 'ps', 'kulon', 'kek', 'gni', 'bpk', 'ibuk', 'usahain', 'spya', 'kondusif', 'buat', 'aku', 'daring', 'kuliah', 'kdg', 'sampe', 'nunda', 'masak', 'nasi', 'tkut', 'wifinya', 'mati']","['aku', 'sih', 'kayaknya', 'karena', 'anak', 'pertama', 'apalgi', 'ps', 'kulon', 'seperti', 'begini', 'bapak', 'ibuk', 'usahain', 'spya', 'kondusif', 'buat', 'aku', 'daring', 'kuliah', 'kadang', 'sampai', 'menunda', 'masak', 'nasi', 'takut', 'wifinya', 'mati']","['sih', 'kayaknya', 'anak', 'apalgi', 'ps', 'kulon', 'ibuk', 'usahain', 'spya', 'kondusif', 'kadang', 'menunda', 'masak', 'nasi', 'takut', 'wifinya', 'mati']","['sih', 'kayak', 'anak', 'apalgi', 'ps', 'kulon', 'ibuk', 'usahain', 'spya', 'kondusif', 'kadang', 'tunda', 'masak', 'nasi', 'takut', 'wifinya', 'mati']",1
hampir setahun ini merhatiin polapola pengajaran di tiap jenjang pendidikan dari adikadik sekitar sadar betul kalo skrg realitanya yang lebih terdampak dari pendidikan daring adalah anakanak sekolah dasar dan menengah,"['hampir', 'setahun', 'ini', 'merhatiin', 'polapola', 'pengajaran', 'di', 'tiap', 'jenjang', 'pendidikan', 'dari', 'adikadik', 'sekitar', 'sadar', 'betul', 'kalo', 'skrg', 'realitanya', 'yang', 'lebih', 'terdampak', 'dari', 'pendidikan', 'daring', 'adalah', 'anakanak', 'sekolah', 'dasar', 'dan', 'menengah']","['hampir', 'setahun', 'ini', 'merhatiin', 'polapola', 'pengajaran', 'di', 'tiap', 'jenjang', 'pendidikan', 'dari', 'adikadik', 'sekitar', 'sadar', 'betul', 'kalau', 'sekarang', 'realitanya', 'yang', 'lebih', 'terdampak', 'dari', 'pendidikan', 'daring', 'adalah', 'anak anak', 'sekolah', 'dasar', 'dan', 'menengah']","['setahun', 'merhatiin', 'polapola', 'pengajaran', 'jenjang', 'pendidikan', 'adikadik', 'sadar', 'realitanya', 'terdampak', 'pendidikan', 'anak anak', 'dasar', 'menengah']","['tahun', 'merhatiin', 'polapola', 'ajar', 'jenjang', 'didik', 'adikadik', 'sadar', 'realitanya', 'dampak', 'didik', 'anak anak', 'dasar', 'tengah']",1
belajar daring gaada yg masuk materinya anjer,"['belajar', 'daring', 'gaada', 'yg', 'masuk', 'materinya', 'anjer']","['belajar', 'daring', 'tidak ada uang', 'yang', 'masuk', 'materinya', 'anjer']","['tidak ada uang', 'masuk', 'materinya', 'anjer']","['tidak ada uang', 'masuk', 'materi', 'anjer']",-1
kamu semangat belajar aku semangat daring,"['kamu', 'semangat', 'belajar', 'aku', 'semangat', 'daring']","['kamu', 'semangat', 'belajar', 'aku', 'semangat', 'daring']","['semangat', 'semangat']","['semangat', 'semangat']",1
selama kuliah daring dan d rumah saja sya tidak punya uang uang yg sya miliki hanya mampu untuk jajan di warung aa kalo lg nongkrong dan untuk bultang mingguan jadi ga usah ngajak ngajak sya ke coffeshop atau jalan kemana segala yang jelas jelas bisa menguras uang dengan cepat,"['selama', 'kuliah', 'daring', 'dan', 'd', 'rumah', 'saja', 'sya', 'tidak', 'punya', 'uang', 'uang', 'yg', 'sya', 'miliki', 'hanya', 'mampu', 'untuk', 'jajan', 'di', 'warung', 'aa', 'kalo', 'lg', 'nongkrong', 'dan', 'untuk', 'bultang', 'mingguan', 'jadi', 'ga', 'usah', 'ngajak', 'ngajak', 'sya', 'ke', 'coffeshop', 'atau', 'jalan', 'kemana', 'segala', 'yang', 'jelas', 'jelas', 'bisa', 'menguras', 'uang', 'dengan', 'cepat']","['selama', 'kuliah', 'daring', 'dan', 'di', 'rumah', 'saja', 'saya', 'tidak', 'punya', 'uang', 'uang', 'yang', 'saya', 'miliki', 'hanya', 'mampu', 'untuk', 'jajan', 'di', 'warung', 'aa', 'kalau', 'lagi', 'kumpul kumpul', 'dan', 'untuk', 'bultang', 'mingguan', 'jadi', 'tidak', 'perlu', 'ngajak', 'ngajak', 'saya', 'ke', 'coffeshop', 'atau', 'jalan', 'kemana', 'segala', 'yang', 'jelas', 'jelas', 'bisa', 'menguras', 'uang', 'dengan', 'cepat']","['rumah', 'uang', 'uang', 'miliki', 'jajan', 'warung', 'aa', 'kumpul kumpul', 'bultang', 'mingguan', 'ngajak', 'ngajak', 'coffeshop', 'jalan', 'kemana', 'menguras', 'uang', 'cepat']","['rumah', 'uang', 'uang', 'milik', 'jajan', 'warung', 'aa', 'kumpul kumpul', 'bultang', 'minggu', 'ngajak', 'ngajak', 'coffeshop', 'jalan', 'mana', 'uras', 'uang', 'cepat']",-1
me mohon maaf mau tanya apakah itu tidak ada keringanan bu karena sekolah jg masih daring dan tidak menggunakan fasilitas sekolah sebentar saya tanyakan me iya bu saya tunggu infonya,"['me', 'mohon', 'maaf', 'mau', 'tanya', 'apakah', 'itu', 'tidak', 'ada', 'keringanan', 'bu', 'karena', 'sekolah', 'jg', 'masih', 'daring', 'dan', 'tidak', 'menggunakan', 'fasilitas', 'sekolah', 'sebentar', 'saya', 'tanyakan', 'me', 'iya', 'bu', 'saya', 'tunggu', 'infonya']","['me', 'mohon', 'maaf', 'mau', 'tanya', 'apakah', 'itu', 'tidak', 'ada', 'keringanan', 'bu', 'karena', 'sekolah', 'juga', 'masih', 'daring', 'dan', 'tidak', 'menggunakan', 'fasilitas', 'sekolah', 'sebentar', 'saya', 'tanyakan', 'me', 'iya', 'bu', 'saya', 'tunggu', 'infonya']","['me', 'mohon', 'maaf', 'keringanan', 'bu', 'fasilitas', 'sebentar', 'me', 'bu', 'tunggu', 'infonya']","['me', 'mohon', 'maaf', 'ringan', 'bu', 'fasilitas', 'sebentar', 'me', 'bu', 'tunggu', 'info']",1
guys aku minta maaf au ini mungkin gak maksimal banyak typo banyak kelirunya taya itu anak ips yaa jujur sedih bukannya aku asal asalan nulisnya jadi gak kaya au reina tapi taya debutnya barengan waktu aku sekolah offline jd pagi daring siang ke sekolah maap banget ya tt,"['guys', 'aku', 'minta', 'maaf', 'au', 'ini', 'mungkin', 'gak', 'maksimal', 'banyak', 'typo', 'banyak', 'kelirunya', 'taya', 'itu', 'anak', 'ips', 'yaa', 'jujur', 'sedih', 'bukannya', 'aku', 'asal', 'asalan', 'nulisnya', 'jadi', 'gak', 'kaya', 'au', 'reina', 'tapi', 'taya', 'debutnya', 'barengan', 'waktu', 'aku', 'sekolah', 'offline', 'jd', 'pagi', 'daring', 'siang', 'ke', 'sekolah', 'maap', 'banget', 'ya', 'tt']","['teman teman', 'aku', 'minta', 'maaf', 'au', 'ini', 'mungkin', 'tidak', 'maksimal', 'banyak', 'typo', 'banyak', 'kelirunya', 'taya', 'itu', 'anak', 'ips', 'iya', 'jujur', 'sedih', 'bukannya', 'aku', 'asal', 'asalan', 'nulisnya', 'jadi', 'tidak', 'kaya', 'au', 'reina', 'tapi', 'taya', 'debutnya', 'barengan', 'waktu', 'aku', 'sekolah', 'offline', 'jadi', 'pagi', 'daring', 'siang', 'ke', 'sekolah', 'maaf', 'sekali', 'iya', 'tt']","['teman teman', 'maaf', 'au', 'maksimal', 'typo', 'kelirunya', 'taya', 'anak', 'ips', 'jujur', 'sedih', 'asalan', 'nulisnya', 'kaya', 'au', 'reina', 'taya', 'debutnya', 'barengan', 'offline', 'pagi', 'siang', 'maaf', 'tt']","['teman teman', 'maaf', 'au', 'maksimal', 'typo', 'keliru', 'taya', 'anak', 'ips', 'jujur', 'sedih', 'asal', 'nulisnya', 'kaya', 'au', 'reina', 'taya', 'debut', 'bareng', 'offline', 'pagi', 'siang', 'maaf', 'tt']",-1
pengen banget punya hp tangguh realme durability yang punya processor helio g dan geometric art design yg ada di c biar bisa dimanfaatkan buat optimasi olshop sama gantian buat belajar daring si krucil ikutan sini bun,"['pengen', 'banget', 'punya', 'hp', 'tangguh', 'realme', 'durability', 'yang', 'punya', 'processor', 'helio', 'g', 'dan', 'geometric', 'art', 'design', 'yg', 'ada', 'di', 'c', 'biar', 'bisa', 'dimanfaatkan', 'buat', 'optimasi', 'olshop', 'sama', 'gantian', 'buat', 'belajar', 'daring', 'si', 'krucil', 'ikutan', 'sini', 'bun']","['ingin', 'sekali', 'punya', 'hp', 'tangguh', 'realme', 'durability', 'yang', 'punya', 'processor', 'helio', 'tidak', 'dan', 'geometric', 'art', 'design', 'yang', 'ada', 'di', 'c', 'biar', 'bisa', 'dimanfaatkan', 'buat', 'optimasi', 'olshop', 'sama', 'gantian', 'buat', 'belajar', 'daring', 'si', 'krucil', 'ikutan', 'sini', 'bun']","['hp', 'tangguh', 'realme', 'durability', 'processor', 'helio', 'geometric', 'art', 'design', 'c', 'biar', 'dimanfaatkan', 'optimasi', 'olshop', 'gantian', 'si', 'krucil', 'ikutan', 'bun']","['hp', 'tangguh', 'realme', 'durability', 'processor', 'hio', 'geometric', 'art', 'design', 'c', 'biar', 'manfaat', 'optimasi', 'olshop', 'ganti', 'si', 'krucil', 'ikut', 'bun']",1
ga nentu klo pas buruburu sekolah daring luring malah skip sarapan nder tapi pas ga ada kesibukan yang padat banget ya jam pagi baru sarapan,"['ga', 'nentu', 'klo', 'pas', 'buruburu', 'sekolah', 'daring', 'luring', 'malah', 'skip', 'sarapan', 'nder', 'tapi', 'pas', 'ga', 'ada', 'kesibukan', 'yang', 'padat', 'banget', 'ya', 'jam', 'pagi', 'baru', 'sarapan']","['tidak', 'nentu', 'kalau', 'pas', 'buruburu', 'sekolah', 'daring', 'luring', 'bahkan', 'skip', 'sarapan', 'pengirim', 'tapi', 'pas', 'tidak', 'ada', 'kesibukan', 'yang', 'padat', 'sekali', 'iya', 'jam', 'pagi', 'baru', 'sarapan']","['nentu', 'pas', 'buruburu', 'luring', 'skip', 'sarapan', 'pengirim', 'pas', 'kesibukan', 'padat', 'jam', 'pagi', 'sarapan']","['nentu', 'pas', 'buruburu', 'luring', 'skip', 'sarap', 'kirim', 'pas', 'sibuk', 'padat', 'jam', 'pagi', 'sarap']",-1
pendaftaran kartu indonesia pintar kip kuliah akan dilakukan daring langsung meluncur ke,"['pendaftaran', 'kartu', 'indonesia', 'pintar', 'kip', 'kuliah', 'akan', 'dilakukan', 'daring', 'langsung', 'meluncur', 'ke']","['pendaftaran', 'kartu', 'indonesia', 'pintar', 'kip', 'kuliah', 'akan', 'dilakukan', 'daring', 'langsung', 'meluncur', 'ke']","['pendaftaran', 'kartu', 'indonesia', 'pintar', 'kip', 'langsung', 'meluncur']","['daftar', 'kartu', 'indonesia', 'pintar', 'kip', 'langsung', 'luncur']",1
gaada selama daring baru sadar seberapa serunya pembelajaran tatap muka di sekolah,"['gaada', 'selama', 'daring', 'baru', 'sadar', 'seberapa', 'serunya', 'pembelajaran', 'tatap', 'muka', 'di', 'sekolah']","['tidak ada uang', 'selama', 'daring', 'baru', 'sadar', 'seberapa', 'serunya', 'pembelajaran', 'tatap', 'muka', 'di', 'sekolah']","['tidak ada uang', 'sadar', 'serunya', 'pembelajaran', 'tatap', 'muka']","['tidak ada uang', 'sadar', 'seru', 'ajar', 'tatap', 'muka']",1
sekolah daring bikin dia punya intervensi lbh ke kbm masa sekolah itu waktu di mana yes ditulis pisah ya dear anak bisa ngembangin kreativitas pake v sosialisasinya oke tapi apa harus di bangunan sekolah luring padanan kata baku utk offline,"['sekolah', 'daring', 'bikin', 'dia', 'punya', 'intervensi', 'lbh', 'ke', 'kbm', 'masa', 'sekolah', 'itu', 'waktu', 'di', 'mana', 'yes', 'ditulis', 'pisah', 'ya', 'dear', 'anak', 'bisa', 'ngembangin', 'kreativitas', 'pake', 'v', 'sosialisasinya', 'oke', 'tapi', 'apa', 'harus', 'di', 'bangunan', 'sekolah', 'luring', 'padanan', 'kata', 'baku', 'utk', 'offline']","['sekolah', 'daring', 'membuat', 'dia', 'punya', 'intervensi', 'lebih', 'ke', 'kbm', 'masa', 'sekolah', 'itu', 'waktu', 'di', 'mana', 'iya', 'ditulis', 'pisah', 'iya', 'dear', 'anak', 'bisa', 'ngembangin', 'kreativitas', 'pakai', '', 'sosialisasinya', 'oke', 'tapi', 'apa', 'harus', 'di', 'bangunan', 'sekolah', 'luring', 'padanan', 'kata', 'baku', 'untuk', 'offline']","['intervensi', 'kbm', 'ditulis', 'pisah', 'dear', 'anak', 'ngembangin', 'kreativitas', 'pakai', '', 'sosialisasinya', 'oke', 'bangunan', 'luring', 'padanan', 'baku', 'offline']","['intervensi', 'kbm', 'tulis', 'pisah', 'dear', 'anak', 'ngembangin', 'kreativitas', 'pakai', '', 'sosialisasi', 'oke', 'bangun', 'luring', 'padan', 'baku', 'offline']",1
iya jugasihh jd waktunya cepet abis kalo sibukk aku kalo siang ngaji sama tiduran aja tahun kemaren full libur kuliah jd gitu aja tahun ini ada kuliah daring jd nambah kegiatan,"['iya', 'jugasihh', 'jd', 'waktunya', 'cepet', 'abis', 'kalo', 'sibukk', 'aku', 'kalo', 'siang', 'ngaji', 'sama', 'tiduran', 'aja', 'tahun', 'kemaren', 'full', 'libur', 'kuliah', 'jd', 'gitu', 'aja', 'tahun', 'ini', 'ada', 'kuliah', 'daring', 'jd', 'nambah', 'kegiatan']","['iya', 'jugasihh', 'jadi', 'waktunya', 'cepat', 'habis', 'kalau', 'sibukk', 'aku', 'kalau', 'siang', 'mengaji', 'sama', 'tiduran', 'saja', 'tahun', 'kemarin', 'full', 'libur', 'kuliah', 'jadi', 'begitu', 'saja', 'tahun', 'ini', 'ada', 'kuliah', 'daring', 'jadi', 'nambah', 'kegiatan']","['jugasihh', 'cepat', 'habis', 'sibukk', 'siang', 'mengaji', 'tiduran', 'kemarin', 'full', 'libur', 'nambah', 'kegiatan']","['jugasihh', 'cepat', 'habis', 'sibukk', 'siang', 'aji', 'tidur', 'kemarin', 'full', 'libur', 'nambah', 'giat']",1
masih pengen ngomongin zeke tapi ai mau cus kuliah daring dulu,"['masih', 'pengen', 'ngomongin', 'zeke', 'tapi', 'ai', 'mau', 'cus', 'kuliah', 'daring', 'dulu']","['masih', 'ingin', 'membicarakan', 'zeke', 'tapi', 'ai', 'mau', 'cus', 'kuliah', 'daring', 'dulu']","['membicarakan', 'zeke', 'ai', 'cus']","['bicara', 'zeke', 'ai', 'cus']",1
yh bener ku jadi bego sekolahku masih daring padahal sekolah lain udh tatap muka,"['yh', 'bener', 'ku', 'jadi', 'bego', 'sekolahku', 'masih', 'daring', 'padahal', 'sekolah', 'lain', 'udh', 'tatap', 'muka']","['yah', 'benar', 'ku', 'jadi', 'bodoh', 'sekolahku', 'masih', 'daring', 'padahal', 'sekolah', 'lain', 'sudah', 'tatap', 'muka']","['yah', 'ku', 'bodoh', 'sekolahku', 'tatap', 'muka']","['yah', 'ku', 'bodoh', 'sekolah', 'tatap', 'muka']",1
kalau tinggi hati gimana,"['kalau', 'tinggi', 'hati', 'gimana']","['kalau', 'tinggi', 'hati', 'bagaimana']",['hati'],['hati'],-1
himakom proudly present kommmanis jilid ix time management assalamualaikum wr wb halo ikomers sebagai mahasiswa pastinya kita perlu belajar untuk mengatur waktu terutama saat perkuliahan secara daring ini dan pada kegiatan lainnya mau itu organisasi ataupun di,"['himakom', 'proudly', 'present', 'kommmanis', 'jilid', 'ix', 'time', 'management', 'assalamualaikum', 'wr', 'wb', 'halo', 'ikomers', 'sebagai', 'mahasiswa', 'pastinya', 'kita', 'perlu', 'belajar', 'untuk', 'mengatur', 'waktu', 'terutama', 'saat', 'perkuliahan', 'secara', 'daring', 'ini', 'dan', 'pada', 'kegiatan', 'lainnya', 'mau', 'itu', 'organisasi', 'ataupun', 'di']","['himakom', 'proudly', 'present', 'kommmanis', 'jilid', 'ix', 'time', 'management', 'assalamualaikum', 'wr', 'wb', 'halo', 'ikomers', 'sebagai', 'mahasiswa', 'pastinya', 'kita', 'perlu', 'belajar', 'untuk', 'mengatur', 'waktu', 'terutama', 'saat', 'perkuliahan', 'secara', 'daring', 'ini', 'dan', 'pada', 'kegiatan', 'lainnya', 'mau', 'itu', 'organisasi', 'ataupun', 'di']","['himakom', 'proudly', 'present', 'kommmanis', 'jilid', 'ix', 'time', 'management', 'assalamualaikum', 'wr', 'wb', 'halo', 'ikomers', 'mahasiswa', 'pastinya', 'mengatur', 'perkuliahan', 'kegiatan', 'organisasi']","['himakom', 'proudly', 'present', 'kommmanis', 'jilid', 'ix', 'time', 'management', 'assalamualaikum', 'wr', 'wb', 'halo', 'ikomers', 'mahasiswa', 'pasti', 'atur', 'kuliah', 'giat', 'organisasi']",1
masa ktanyaa gua senin dh sekolah offlinenanti kalo di tanya belajar di rumh dpet apa gua jwb apa selama daring gua smbil twitter,"['masa', 'ktanyaa', 'gua', 'senin', 'dh', 'sekolah', 'offlinenanti', 'kalo', 'di', 'tanya', 'belajar', 'di', 'rumh', 'dpet', 'apa', 'gua', 'jwb', 'apa', 'selama', 'daring', 'gua', 'smbil', 'twitter']","['masa', 'ktanyaa', 'saya', 'senin', 'deh', 'sekolah', 'offlinenanti', 'kalau', 'di', 'tanya', 'belajar', 'di', 'rumh', 'dpet', 'apa', 'saya', 'jawab', 'apa', 'selama', 'daring', 'saya', 'smbil', 'twitter']","['ktanyaa', 'senin', 'deh', 'offlinenanti', 'rumh', 'dpet', 'smbil', 'twitter']","['ktanyaa', 'senin', 'deh', 'offlinenanti', 'rumh', 'dpet', 'smbil', 'twitter']",-1
marbo serka nurhamzah piket koramil marbo melaksanakan pendampingan siswa yang sedang belajar daring di rumah belajar internet gratis koramil marbo lingkungan tamalate kelmangadu kecmarbo kabtakalar kamis,"['marbo', 'serka', 'nurhamzah', 'piket', 'koramil', 'marbo', 'melaksanakan', 'pendampingan', 'siswa', 'yang', 'sedang', 'belajar', 'daring', 'di', 'rumah', 'belajar', 'internet', 'gratis', 'koramil', 'marbo', 'lingkungan', 'tamalate', 'kelmangadu', 'kecmarbo', 'kabtakalar', 'kamis']","['marbo', 'serka', 'nurhamzah', 'piket', 'koramil', 'marbo', 'melaksanakan', 'pendampingan', 'siswa', 'yang', 'sedang', 'belajar', 'daring', 'di', 'rumah', 'belajar', 'internet', 'gratis', 'koramil', 'marbo', 'lingkungan', 'tamalate', 'kelmangadu', 'kecmarbo', 'kabtakalar', 'kamis']","['marbo', 'serka', 'nurhamzah', 'piket', 'koramil', 'marbo', 'melaksanakan', 'pendampingan', 'siswa', 'rumah', 'internet', 'gratis', 'koramil', 'marbo', 'lingkungan', 'tamalate', 'kelmangadu', 'kecmarbo', 'kabtakalar', 'kamis']","['marbo', 'serka', 'nurhamzah', 'piket', 'koramil', 'marbo', 'laksana', 'damping', 'siswa', 'rumah', 'internet', 'gratis', 'koramil', 'marbo', 'lingkung', 'tamalate', 'kelmangadu', 'kecmarbo', 'kabtakalar', 'kamis']",1
kok ldr dah kayak sekolah daring aja,"['kok', 'ldr', 'dah', 'kayak', 'sekolah', 'daring', 'aja']","['kok', 'ldr', 'deh', 'seperti', 'sekolah', 'daring', 'saja']","['ldr', 'deh']","['ldr', 'deh']",1
capek semua dulu waktu kuliah luring aku naik sepeda ke kampus ya walaupun kuat tahun doang dan kuliah daring apalagi bimbingan online kagak enak sama sekali terpaksa,"['capek', 'semua', 'dulu', 'waktu', 'kuliah', 'luring', 'aku', 'naik', 'sepeda', 'ke', 'kampus', 'ya', 'walaupun', 'kuat', 'tahun', 'doang', 'dan', 'kuliah', 'daring', 'apalagi', 'bimbingan', 'online', 'kagak', 'enak', 'sama', 'sekali', 'terpaksa']","['lelah', 'semua', 'dulu', 'waktu', 'kuliah', 'luring', 'aku', 'naik', 'sepeda', 'ke', 'kampus', 'iya', 'walaupun', 'kuat', 'tahun', 'saja', 'dan', 'kuliah', 'daring', 'apalagi', 'bimbingan', 'online', 'tidak', 'enak', 'sama', 'sekali', 'terpaksa']","['lelah', 'luring', 'sepeda', 'kampus', 'kuat', 'bimbingan', 'online', 'enak', 'terpaksa']","['lelah', 'luring', 'sepeda', 'kampus', 'kuat', 'bimbing', 'online', 'enak', 'paksa']",-1
mau nanya dong sama angkatan awal kuliah kan daring tuh tetap dpt temen gak sih aku angkatan dan dari kmrn mikir gimana cari temennya klo kuliahnya daring gini,"['mau', 'nanya', 'dong', 'sama', 'angkatan', 'awal', 'kuliah', 'kan', 'daring', 'tuh', 'tetap', 'dpt', 'temen', 'gak', 'sih', 'aku', 'angkatan', 'dan', 'dari', 'kmrn', 'mikir', 'gimana', 'cari', 'temennya', 'klo', 'kuliahnya', 'daring', 'gini']","['mau', 'bertanya', 'dong', 'sama', 'angkatan', 'awal', 'kuliah', 'kan', 'daring', 'itu', 'tetap', 'dapat', 'teman', 'tidak', 'sih', 'aku', 'angkatan', 'dan', 'dari', 'kemarin', 'berpikir', 'bagaimana', 'cari', 'temannya', 'kalau', 'kuliahnya', 'daring', 'begini']","['angkatan', 'teman', 'sih', 'angkatan', 'kemarin', 'berpikir', 'cari', 'temannya', 'kuliahnya']","['angkat', 'teman', 'sih', 'angkat', 'kemarin', 'pikir', 'cari', 'teman', 'kuliah']",1
oooh iya bisa jadi kaya sekolah daring gitu kan ya,"['oooh', 'iya', 'bisa', 'jadi', 'kaya', 'sekolah', 'daring', 'gitu', 'kan', 'ya']","['oooh', 'iya', 'bisa', 'jadi', 'kaya', 'sekolah', 'daring', 'begitu', 'kan', 'iya']","['oooh', 'kaya']","['oooh', 'kaya']",1
selama belajar daring belum ada laporan siswa di cimahi kecanduan gadget adrop ram tatm,"['selama', 'belajar', 'daring', 'belum', 'ada', 'laporan', 'siswa', 'di', 'cimahi', 'kecanduan', 'gadget', 'adrop', 'ram', 'tatm']","['selama', 'belajar', 'daring', 'belum', 'ada', 'laporan', 'siswa', 'di', 'cimahi', 'kecanduan', 'gadget', 'adrop', 'ram', 'tatm']","['laporan', 'siswa', 'cimahi', 'kecanduan', 'gadget', 'adrop', 'ram', 'tatm']","['lapor', 'siswa', 'cimahi', 'candu', 'gadget', 'adrop', 'ram', 'tatm']",-1
siap pak guru mumpung sekolah daring,"['siap', 'pak', 'guru', 'mumpung', 'sekolah', 'daring']","['siap', 'pak', 'guru', 'selagi', 'sekolah', 'daring']","['guru', 'selagi']","['guru', 'selagi']",1
